Rxn name	Formula	Gene-reaction association	LB	UB	Objective
R05814	C11545[c]  <=> C00080[c] + C05773[c] 	IB49_01020	-1000.00	1000.00	  0.00
R05884	2 C00080[c] + 2 C00138[c] + C11811[c]  -> C00001[c] + C00129[c] + 2 C00139[c] 	IB49_04180	  0.00	1000.00	  0.00
R06180	C00003[c] + C00898[c]  <=> C00004[c] + C00080[c] + C03459[c] 	IB49_09780	-1000.00	1000.00	  0.00
R06268	C00001[c] + C00019[c] + C04536[c]  <=> C00073[c] + C00080[c] + C05198[c] + C11829[c] 	IB49_14990	-1000.00	1000.00	  0.00
R06269	C00019[c] + C11829[c]  <=> C00073[c] + 3 C00080[c] + C05198[c] + C11830[c] 	IB49_14990	-1000.00	1000.00	  0.00
R06270	C00019[c] + C11830[c]  <=> C00073[c] + 2 C00080[c] + C05198[c] + C11831[c] 	IB49_14990	-1000.00	1000.00	  0.00
R06366	C00001[c] + C00003[c] + C02576[c]  -> C00004[c] + C00080[c] + C11924[c] 	IB49_05715	  0.00	1000.00	  0.00
R06423	C00025[c] + C11908[c]  <=> C00026[c] + C11925[c] 	IB49_08005	-1000.00	  0.00	  0.00
R06426	C00025[c] + C11909[c]  <=> C00026[c] + C11910[c] 	IB49_08005	-1000.00	  0.00	  0.00
R06447	8 C00129[c] + C00448[c]  -> 8 C00013[c] + C04574[c] 	IB49_16495	  0.00	1000.00	  0.00
R06513	C00842[c]  -> C00001[c] + C11907[c] 	IB49_09140	  0.00	1000.00	  0.00
R06530	C00080[c] + C12147[c]  <=> C00011[c] + C04122[c] 	IB49_03080	-1000.00	1000.00	  0.00
R06583	C00002[c] + C00010[c] + C05619[c]  <=> C00013[c] + C00020[c] + C12203[c] 	IB49_05325	-1000.00	1000.00	  0.00
R06590	C00117[c] + C12214[c]  <=> C05382[c] + C12215[c] 	IB49_16905	-1000.00	1000.00	  0.00
R06625	4 C00083[c]  -> C00001[c] + 3 C00010[c] + 4 C00011[c] + C12324[c] 	IB49_18375	  0.00	1000.00	  0.00
R06631	C00025[c] + C06620[c]  <=> C00026[c] + C12318[c] 	IB49_08005	-1000.00	  0.00	  0.00
R06635	C00024[c] + 7 C00083[c] + C00229[c]  <=> 7 C00010[c] + 7 C00011[c] + C12348[c] 	IB49_14345	-1000.00	1000.00	  0.00
R06637	7 C00083[c] + C00136[c] + C00229[c]  -> 7 C00010[c] + 7 C00011[c] + C12350[c] 	IB49_14345	 -0.00	1000.00	  0.00
R06641	8 C00083[c] + C00229[c] + C06625[c]  <=> 9 C00010[c] + 8 C00011[c] + C12441[c] 	IB49_14345	-1000.00	1000.00	  0.00
R06643	10 C00083[c] + C00229[c]  <=> 10 C00010[c] + 10 C00011[c] + C12354[c] 	IB49_14345	-1000.00	1000.00	  0.00
R06644	9 C00083[c] + C00100[c] + C00229[c]  <=> 9 C00010[c] + 9 C00011[c] + C12355[c] 	IB49_14345	-1000.00	1000.00	  0.00
R06645	9 C00083[c] + C00136[c] + C00229[c]  -> 9 C00010[c] + 9 C00011[c] + C12356[c] 	IB49_14345	 -0.00	1000.00	  0.00
R06894	C00001[c] + 2 C00003[c] + C00203[c]  -> 2 C00004[c] + 2 C00080[c] + C13952[c] 	IB49_07990	  0.00	1000.00	  0.00
R06895	2 C00019[c] + C03263[c]  <=> 2 C00011[c] + 2 C00073[c] + C01079[c] + 2 C05198[c] 	IB49_04340	-1000.00	1000.00	  0.00
R06917	C00003[c] + C14089[c]  <=> C00004[c] + C00080[c] + C14090[c] 	IB49_13935 or IB49_13915 or IB49_02205	-1000.00	1000.00	  0.00
R06927	C00003[c] + C02909[c]  <=> C00004[c] + C00080[c] + C14099[c] 	IB49_13935 or IB49_13915 or IB49_02205	-1000.00	1000.00	  0.00
R06941	C00003[c] + C14145[c]  <=> C00004[c] + C00080[c] + C02232[c] 	IB49_09530 or IB49_12160	-1000.00	1000.00	  0.00
R06942	C00001[c] + C14144[c]  <=> C14145[c] 	IB49_09530 or IB49_05315	-1000.00	1000.00	  0.00
R06943	C00016[c] + C14143[c]  <=> C01352[c] + C14144[c] 	IB49_11270	-1000.00	  0.00	  0.00
R06977	C00025[c] + C00441[c]  <=> C00026[c] + C03283[c] 	IB49_17520	-1000.00	1000.00	  0.00
R06988	C14602[c]  <=> C14604[c] 	IB49_16875	-1000.00	1000.00	  0.00
R06989	C00080[c] + C02480[c]  <=> C14610[c] 	IB49_09890	-1000.00	1000.00	  0.00
R07104	C00003[c] + C06899[c]  <=> C00004[c] + 2 C00080[c] + C11150[c] 	IB49_05715	-1000.00	1000.00	  0.00
R07105	C00004[c] + C00080[c] + C06899[c]  <=> C00001[c] + C00003[c] + C07490[c] 	IB49_13935	-1000.00	1000.00	  0.00
R07127	C00002[c] + C00618[c]  -> C00008[c] + C00080[c] + C14899[c] 	IB49_01370	  0.00	1000.00	  0.00
R07137	C00006[c] + C11537[c]  <=> C00005[c] + C00080[c] + C05528[c] 	IB49_01645	-1000.00	1000.00	  0.00
R07245	C00169[c] + C00437[c]  -> C00009[c] + C00080[c] + C15532[c] 	IB49_14310	  0.00	1000.00	  0.00
R07263	C00080[c] + C03160[c]  -> C00001[c] + C15547[c] 	IB49_06250	  0.00	1000.00	  0.00
R07267	C00129[c] + C04146[c]  -> C00013[c] + C04145[c] 	IB49_02825	  0.00	1000.00	  0.00
R07274	C00283[c] + C01005[c]  <=> C00009[c] + C00097[c] 	IB49_10545	-1000.00	1000.00	  0.00
R07280	C00001[c] + C04454[c]  -> C00009[c] + C04732[c] 	IB49_14025	  0.00	1000.00	  0.00
R07281	C00199[c]  -> C00058[c] + C00080[c] + C15556[c] 	IB49_03265	  0.00	1000.00	  0.00
R07302	C00002[c] + C03194[c] + C06507[c]  <=> C00008[c] + C00009[c] + C06508[c] 	IB49_03085	-1000.00	1000.00	  0.00
R07394	C00001[c] + C15651[c]  -> C00009[c] + C15606[c] 	IB49_15050	  0.00	1000.00	  0.00
R07396	C00025[c] + C01180[c]  <=> C00026[c] + C00073[c] 	IB49_15040	-1000.00	1000.00	  0.00
R07399	C00001[c] + C00022[c] + C00024[c]  -> C00010[c] + C00080[c] + C02612[c] 	IB49_05170	  0.00	1000.00	  0.00
R07404	C00002[c] + C00288[c] + C03373[c]  -> C00008[c] + C00009[c] + 2 C00080[c] + C15667[c] 	IB49_11705	  0.00	1000.00	  0.00
R07405	C15667[c]  <=> C04751[c] 	IB49_11700	-1000.00	1000.00	  0.00
R07411	C00001[c] + C00032[c] + C00448[c]  <=> C00013[c] + C15672[c] 	IB49_15685	-1000.00	1000.00	  0.00
R07414	C00002[c] + C00025[c] + C00134[c]  -> C00008[c] + C00009[c] + C00080[c] + C15699[c] 	IB49_16875	  0.00	1000.00	  0.00
R07418	C00001[c] + C00006[c] + C15700[c]  -> C00005[c] + 2 C00080[c] + C15767[c] 	IB49_05715	  0.00	1000.00	  0.00
R07456	C00064[c] + C00118[c] + C00199[c]  -> 3 C00001[c] + C00009[c] + C00018[c] + C00025[c] + C00080[c] 	IB49_10225 or IB49_10230	  0.00	1000.00	  0.00
R07463	C00007[c] + C00037[c]  <=> C00027[c] + C00080[c] + C15809[c] 	IB49_17395	-1000.00	1000.00	  0.00
R07599	C00068[c] + C00141[c]  <=> C00011[c] + C15976[c] 	IB49_08605 or IB49_08600 or IB49_03675 or IB49_03680	-1000.00	1000.00	  0.00
R07601	C00068[c] + C00233[c]  <=> C00011[c] + C15974[c] 	IB49_08605 or IB49_08600 or IB49_03675 or IB49_03680	-1000.00	1000.00	  0.00
R07603	C00068[c] + C00671[c]  <=> C00011[c] + C15978[c] 	IB49_08605 or IB49_08600 or IB49_03675 or IB49_03680	-1000.00	1000.00	  0.00
R07605	2 C00006[c] + C16675[c]  <=> 2 C00005[c] + 2 C00080[c] + C15996[c] 	IB49_15180	-1000.00	1000.00	  0.00
R07613	C00026[c] + C00666[c]  -> C00001[c] + C00025[c] + C00080[c] + C03972[c] 	IB49_15040	  0.00	1000.00	  0.00
R07639	C05754[c]  <=> C04180[c] 	IB49_01445	-1000.00	1000.00	  0.00
R07644	6 C00002[c] + 3 C00065[c] + 3 C00196[c]  -> 6 C00013[c] + 6 C00020[c] + 3 C00080[c] + C05821[c] 	IB49_13605 or IB49_18355	  0.00	1000.00	  0.00
R07659	C00025[c] + C16155[c]  <=> C00026[c] + C16153[c] 	IB49_08005	-1000.00	  0.00	  0.00
R07667	C00001[c] + C00003[c] + C03067[c]  -> C00004[c] + 2 C00080[c] + C00587[c] 	IB49_05715	  0.00	1000.00	  0.00
R07762	C00080[c] + C01209[c] + C05764[c]  -> C00011[c] + C00229[c] + C16219[c] 	IB49_14345	 -0.00	1000.00	  0.00
R07763	C00005[c] + C00080[c] + C16219[c]  <=> C00006[c] + C16220[c] 	IB49_16180 or IB49_05650 or IB49_05745	-1000.00	1000.00	  0.00
R07764	C16220[c]  <=> C00001[c] + C16221[c] 	IB49_09195	-1000.00	1000.00	  0.00
R07765	C00004[c] + C00080[c] + C16221[c]  <=> C00003[c] + C04088[c] 	IB49_14495 or IB49_01360	-1000.00	1000.00	  0.00
R07772	C00001[c] + C16242[c]  <=> C00080[c] + C00084[c] + C16243[c] 	IB49_00995	-1000.00	1000.00	  0.00
R07773	C00019[c] + C16243[c]  <=> C00021[c] + C11542[c] 	IB49_01015	-1000.00	1000.00	  0.00
R07832	C00024[c] + C16272[c]  <=> C00033[c] + C16273[c] 	IB49_01875	-1000.00	1000.00	  0.00
R07891	C00024[c] + C16331[c]  <=> C00010[c] + C16330[c] 	IB49_07135 or IB49_05740	-1000.00	  0.00	  0.00
R07895	C00024[c] + C16335[c]  <=> C00010[c] + C16334[c] 	IB49_07135 or IB49_05740	-1000.00	  0.00	  0.00
R07899	C00024[c] + 4 C00080[c] + C16339[c]  <=> C00010[c] + C16338[c] 	IB49_07135 or IB49_05740	-1000.00	  0.00	  0.00
R07985	C00004[c] + C00080[c] + C16159[c]  <=> C00003[c] + C16390[c] 	IB49_17995	-1000.00	1000.00	  0.00
R08014	2 C00005[c] + 2 C00080[c] + C16391[c]  <=> C00001[c] + 2 C00006[c] + C16392[c] 	IB49_03465 or IB49_00225	-1000.00	1000.00	  0.00
R08042	2 C00004[c] + 2 C00080[c] + C16391[c]  <=> C00001[c] + 2 C00003[c] + C16393[c] 	IB49_03465 or IB49_00225	-1000.00	1000.00	  0.00
R08057	2 C00044[c]  <=> 2 C00013[c] + C16463[c] 	IB49_15470	-1000.00	  0.00	  0.00
R08086	C00001[c] + C00003[c] + C01499[c]  -> C00004[c] + 2 C00080[c] + C16461[c] 	IB49_05715	  0.00	1000.00	  0.00
R08087	C00001[c] + C00003[c] + C09848[c]  -> C00004[c] + C00080[c] + C16462[c] 	IB49_15495	  0.00	1000.00	  0.00
R08091	C00010[c] + C16466[c]  -> C00024[c] + C16470[c] 	IB49_07135 or IB49_05740	  0.00	1000.00	  0.00
R08093	C00001[c] + C16468[c]  <=> C16469[c] 	IB49_09530 or IB49_05315	-1000.00	1000.00	  0.00
R08094	C00003[c] + C16469[c]  <=> C00004[c] + C00080[c] + C16471[c] 	IB49_09530	-1000.00	1000.00	  0.00
R08095	C00010[c] + C16471[c]  -> C00024[c] + C03069[c] 	IB49_07135 or IB49_05740	  0.00	1000.00	  0.00
R08096	C00001[c] + C00003[c] + C11384[c]  -> C00004[c] + C00080[c] + C16462[c] 	IB49_15495	  0.00	1000.00	  0.00
R08116	C16474[c]  <=> C16476[c] 	IB49_09890	-1000.00	1000.00	  0.00
R08146	C00001[c] + C00003[c] + C03461[c]  -> C00004[c] + 2 C00080[c] + C16502[c] 	IB49_05715	  0.00	1000.00	  0.00
R08165	C00026[c] + C00080[c] + C00885[c]  <=> C00011[c] + C16519[c] 	IB49_06255	-1000.00	1000.00	  0.00
R08166	C16519[c]  -> C00022[c] + C05817[c] 	IB49_06255	  0.00	1000.00	  0.00
R08197	C00022[c] + C00062[c]  <=> C00041[c] + C03771[c] 	IB49_06635	-1000.00	1000.00	  0.00
R08210	C00001[c] + 2 C00139[c] + C00235[c]  <=> 2 C00080[c] + 2 C00138[c] + C11811[c] 	IB49_04180	-1000.00	  0.00	  0.00
R08213	C00024[c] + C00026[c]  -> C00010[c] + C00080[c] + C16579[c] 	IB49_05170	  0.00	1000.00	  0.00
R08214	C00003[c] + C16597[c]  <=> C00004[c] + C00011[c] + C16588[c] 	IB49_05165	-1000.00	1000.00	  0.00
R08215	C00003[c] + C16600[c]  <=> C00004[c] + C00011[c] + C16589[c] 	IB49_05165	-1000.00	1000.00	  0.00
R08221	C00001[c] + C16635[c]  -> C00014[c] + C12739[c] 	IB49_04245	  0.00	1000.00	  0.00
R08222	C00009[c] + C12739[c]  <=> C07649[c] + C16637[c] 	IB49_03360	-1000.00	1000.00	  0.00
R08230	C00672[c] + C07649[c]  <=> C00009[c] + C11736[c] 	IB49_03360	-1000.00	1000.00	  0.00
R08232	C00002[c] + C16633[c]  <=> C00008[c] + C16634[c] 	IB49_04610	-1000.00	1000.00	  0.00
R08233	C00002[c] + C11736[c]  -> C00008[c] + C00080[c] + C04242[c] 	IB49_09450	  0.00	1000.00	  0.00
R08237	C00119[c] + C02380[c]  <=> C00013[c] + C04646[c] 	IB49_10525	-1000.00	1000.00	  0.00
R08238	C00119[c] + C16614[c]  <=> C00013[c] + C16615[c] 	IB49_10525	-1000.00	1000.00	  0.00
R08240	C00001[c] + C00003[c] + C04646[c]  <=> C00004[c] + C00080[c] + C16618[c] 	IB49_10215	-1000.00	1000.00	  0.00
R08244	C00001[c] + C00002[c] + C00064[c] + C16618[c]  <=> C00013[c] + C00020[c] + C00025[c] + C16619[c] 	IB49_11635	-1000.00	1000.00	  0.00
R08245	3 C00080[c] + C00119[c] + C07648[c]  <=> C00013[c] + C16619[c] 	IB49_10525	-1000.00	1000.00	  0.00
R08247	C08353[c]  <=> C16639[c] 	IB49_08680	-1000.00	1000.00	  0.00
R08281	C00004[c] + C00080[c] + C07645[c]  <=> C00003[c] + C16551[c] 	IB49_13935	-1000.00	1000.00	  0.00
R08283	C00001[c] + C00006[c] + C07645[c]  <=> C00005[c] + C00080[c] + C07646[c] 	IB49_05715	-1000.00	1000.00	  0.00
R08306	C00003[c] + C16586[c]  <=> C00004[c] + C00080[c] + C16587[c] 	IB49_13935	-1000.00	1000.00	  0.00
R08307	C00001[c] + C00003[c] + C16587[c]  -> C00004[c] + C00080[c] + C16591[c] 	IB49_05715	  0.00	1000.00	  0.00
R08310	C00003[c] + C16595[c]  -> C00004[c] + C00080[c] + C16596[c] 	IB49_13935	  0.00	1000.00	  0.00
R08331	C00001[c] + C00024[c] + C00322[c]  -> C00010[c] + C00080[c] + C16583[c] 	IB49_05170	  0.00	1000.00	  0.00
R08332	C00001[c] + C00024[c] + C16588[c]  -> C00010[c] + C00080[c] + C16598[c] 	IB49_05170	  0.00	1000.00	  0.00
R08359	C01137[c] + C01672[c]  <=> C00080[c] + C00170[c] + C16565[c] 	IB49_09580 or IB49_00660	-1000.00	1000.00	  0.00
R08365	C00001[c] + C06377[c]  <=> C00014[c] + C01097[c] 	IB49_03165	-1000.00	1000.00	  0.00
R08528	C00129[c] + C00341[c]  -> C00013[c] + C16826[c] 	IB49_16495	  0.00	1000.00	  0.00
R08549	C00003[c] + C00010[c] + C00026[c]  -> C00004[c] + C00011[c] + C00091[c] 	IB49_15390 or IB49_15580 or IB49_15395 or IB49_03685	  0.00	1000.00	  0.00
R08555	C00256[c] + C00357[c]  <=> C00001[c] + C16698[c] 	IB49_01795	-1000.00	1000.00	  0.00
R08558	C00006[c] + C00114[c]  <=> C00005[c] + C00080[c] + C00576[c] 	IB49_13915	-1000.00	1000.00	  0.00
R08572	C00002[c] + C00258[c]  -> C00008[c] + C00080[c] + C00631[c] 	IB49_09940	  0.00	1000.00	  0.00
R08620	C17210[c]  <=> C17212[c] 	IB49_05160	-1000.00	1000.00	  0.00
R08624	C17214[c]  <=> C17215[c] 	IB49_05160	-1000.00	1000.00	  0.00
R08628	C17218[c]  <=> C17219[c] 	IB49_05160	-1000.00	1000.00	  0.00
R08634	C17222[c]  <=> C17223[c] 	IB49_05160	-1000.00	1000.00	  0.00
R08639	C00103[c]  <=> C00092[c] 	IB49_13260 or IB49_12195 or IB49_09085	-1000.00	1000.00	  0.00
R08641	C17226[c]  <=> C17227[c] 	IB49_05160	-1000.00	1000.00	  0.00
R08645	C17230[c]  <=> C17231[c] 	IB49_05160	-1000.00	1000.00	  0.00
R08648	C00022[c] + C00080[c] + C00109[c]  <=> C00011[c] + C06006[c] 	IB49_05185 or IB49_05180	-1000.00	1000.00	  0.00
R08714	C00022[c] + C00134[c]  <=> C00041[c] + C00555[c] 	IB49_17520	-1000.00	1000.00	  0.00
R08734	C15613[c]  <=> C17343[c] 	IB49_16830	-1000.00	1000.00	  0.00
R08739	C17345[c]  <=> C17346[c] 	IB49_16830	-1000.00	1000.00	  0.00
R08871	C00024[c] + C17962[c]  <=> C00010[c] + C17949[c] 	IB49_06575	-1000.00	1000.00	  0.00
R08878	C00006[c] + C15673[c]  <=> C00005[c] + C00080[c] + C02780[c] 	IB49_13225	-1000.00	1000.00	  0.00
R08938	C00024[c] + C04650[c]  <=> C00010[c] + C17952[c] 	IB49_06575	-1000.00	1000.00	  0.00
R08991	C00001[c] + C16463[c]  <=> C18076[c] 	IB49_13760	-1000.00	1000.00	  0.00
R09030	C02962[c]  <=> C18096[c] 	IB49_09400	-1000.00	1000.00	  0.00
R09078	C00004[c] + C00080[c] + C00741[c]  <=> C00003[c] + C01769[c] 	IB49_00335 or IB49_16180	-1000.00	1000.00	  0.00
R09099	C00065[c] + C01217[c]  <=> C00001[c] + C00037[c] + C04377[c] 	IB49_09390	-1000.00	1000.00	  0.00
R09229	C00080[c] + C04112[c]  <=> C04558[c] 	IB49_09890	-1000.00	1000.00	  0.00
R09244	7 C00129[c] + C16826[c]  -> 7 C00013[c] + C18321[c] 	IB49_16495	  0.00	1000.00	  0.00
R09245	3 C00129[c] + C00448[c]  -> 3 C00013[c] + C01230[c] 	IB49_02825	  0.00	1000.00	  0.00
R09247	4 C00129[c] + C00448[c]  -> 4 C00013[c] + C04216[c] 	IB49_02825 or IB49_02835	  0.00	1000.00	  0.00
R09248	5 C00129[c] + C00448[c]  -> 5 C00013[c] + C04146[c] 	IB49_02825	  0.00	1000.00	  0.00
R09250	7 C00129[c] + C00341[c]  -> 7 C00013[c] + C04145[c] 	IB49_02825	  0.00	1000.00	  0.00
R09251	5 C00129[c] + C00353[c]  -> 5 C00013[c] + C04145[c] 	IB49_02825	  0.00	1000.00	  0.00
R09252	C04253[c] + C09811[c]  <=> C04570[c] + C06322[c] 	IB49_09520	-1000.00	1000.00	  0.00
R09279	C00002[c] + C00010[c] + C00989[c]  -> C00013[c] + C00020[c] + C11062[c] 	IB49_05325	  0.00	1000.00	  0.00
R09280	C00005[c] + C00080[c] + C00091[c]  <=> C00006[c] + C00010[c] + C00232[c] 	IB49_01455	-1000.00	1000.00	  0.00
R09281	C00006[c] + C00989[c]  <=> C00005[c] + C00080[c] + C00232[c] 	IB49_17995	-1000.00	1000.00	  0.00
R09284	C14602[c]  <=> C18351[c] 	IB49_16875	-1000.00	1000.00	  0.00
R09292	C20238[c]  -> C18324[c] 	IB49_03630	  0.00	1000.00	  0.00
R09293	C04253[c] + C18324[c]  <=> 5 C00080[c] + C04570[c] + C06028[c] 	IB49_09520	-1000.00	1000.00	  0.00
R09365	C04489[c] + C05698[c]  <=> C04144[c] + C05335[c] 	IB49_13855	-1000.00	1000.00	  0.00
R09366	C00001[c] + C05689[c]  <=> C00014[c] + C00022[c] + C05703[c] 	IB49_04570	-1000.00	1000.00	  0.00
R09372	2 C00005[c] + 2 C00080[c] + C18902[c]  <=> 2 C00001[c] + 2 C00006[c] + C05703[c] 	IB49_07485	-1000.00	1000.00	  0.00
R09497	C00244[c] + C15603[c]  <=> C00001[c] + C00088[c] + C15602[c] 	IB49_01145 or IB49_01150 or IB49_01160	-1000.00	1000.00	  0.00
R09501	C00001[c] + 80 C00080[c] + C00580[c] + C00828[c]  <=> C05819[c] + C11143[c] 	IB49_10055	-1000.00	  0.00	  0.00
R09588	C00002[c] + C00133[c] + C00256[c]  <=> C00008[c] + C00009[c] + C19694[c] 	IB49_11375	-1000.00	1000.00	  0.00
R09600	C19725[c]  <=> C19745[c] 	IB49_07975	-1000.00	1000.00	  0.00
R09726	C00002[c] + C00080[c] + C05924[c]  <=> C00013[c] + C19848[c] 	IB49_05695	-1000.00	1000.00	  0.00
R09730	7 C00129[c] + C00353[c]  -> 7 C00013[c] + C19852[c] 	IB49_16495	  0.00	1000.00	  0.00
R09735	C00080[c] + C06232[c] + C19848[c]  <=> C00001[c] + C00020[c] + C18237[c] 	IB49_14215	-1000.00	1000.00	  0.00
R09748	C00003[c] + C01352[c]  -> C00004[c] + C00016[c] + 2 C00080[c] 	IB49_07205	  0.00	  0.00	  0.00
R09750	C00003[c] + C01007[c]  -> C00004[c] + 2 C00080[c] + C00255[c] 	IB49_07205	  0.00	1000.00	  0.00
R09819	C00007[c] + C01847[c] + C19944[c]  -> C00001[c] + C00061[c] + C00080[c] + C04793[c] 	IB49_07205	  0.00	1000.00	  0.00
R09830	C00001[c] + C00003[c] + C00082[c]  -> C00004[c] + C00014[c] + 2 C00080[c] + C01179[c] 	IB49_03695	  0.00	1000.00	  0.00
R09837	C20062[c]  <=> C19975[c] 	IB49_00345	-1000.00	1000.00	  0.00
R09839	C00010[c] + C19945[c]  -> C00024[c] + C14144[c] 	IB49_00260 or IB49_00345	  0.00	1000.00	  0.00
R09951	C00003[c] + C19891[c]  <=> C00004[c] + C00080[c] + C20251[c] 	IB49_02295	-1000.00	1000.00	  0.00
R09954	C00006[c] + C06153[c]  <=> C00005[c] + C00080[c] + C00691[c] 	IB49_08635	-1000.00	1000.00	  0.00
R09956	C00003[c] + C07635[c]  <=> C00004[c] + C00080[c] + C00674[c] 	IB49_00335	-1000.00	1000.00	  0.00
R09957	C00003[c] + C01227[c]  <=> C00004[c] + C00080[c] + C20252[c] 	IB49_00335	-1000.00	1000.00	  0.00
R09977	C20246[c]  <=> C20247[c] 	IB49_13385	-1000.00	1000.00	  0.00
R09978	C00002[c] + C00014[c] + C20248[c]  <=> C00001[c] + C00008[c] + C00009[c] + C15996[c] 	IB49_15165	-1000.00	1000.00	  0.00
R09979	C18026[c]  <=> C20238[c] 	IB49_03535	-1000.00	1000.00	  0.00
R09993	C00001[c] + C20267[c]  <=> C00014[c] + C01279[c] 	IB49_13365	-1000.00	  0.00	  0.00
R10002	C20239[c]  -> C00014[c] + C20248[c] 	IB49_15175	  0.00	1000.00	  0.00
R10009	C04216[c]  -> C00013[c] + C20276[c] 	IB49_06110	  0.00	1000.00	  0.00
R10035	C00001[c] + C05143[c]  <=> C00221[c] + C03742[c] 	IB49_08540	-1000.00	1000.00	  0.00
R10039	C00001[c] + C08334[c]  -> C00221[c] + C18796[c] 	IB49_08540	  0.00	1000.00	  0.00
R10040	C00001[c] + C01594[c]  -> C00221[c] + C02659[c] 	IB49_08540	  0.00	1000.00	  0.00
R10074	C00527[c] + C04253[c]  <=> C02411[c] + C04570[c] 	IB49_12835	-1000.00	1000.00	  0.00
R10115	C01209[c] + C19673[c]  <=> C00011[c] + C00229[c] + C20372[c] 	IB49_14345	-1000.00	1000.00	  0.00
R10116	C00005[c] + C00080[c] + C20372[c]  <=> C00006[c] + C20373[c] 	IB49_16180 or IB49_05650 or IB49_05745	-1000.00	1000.00	  0.00
R10117	C20373[c]  <=> C00001[c] + C20374[c] 	IB49_09195	-1000.00	1000.00	  0.00
R10118	C00005[c] + C00080[c] + C20374[c]  <=> C00006[c] + C20375[c] 	IB49_14495	-1000.00	1000.00	  0.00
R10119	C00080[c] + C01209[c] + C20375[c]  <=> C00011[c] + C00229[c] + C20376[c] 	IB49_14345	-1000.00	1000.00	  0.00
R10120	C00005[c] + C00080[c] + C20376[c]  <=> C00006[c] + C20377[c] 	IB49_16180 or IB49_05650 or IB49_05745	-1000.00	1000.00	  0.00
R10121	C20377[c]  <=> C00001[c] + C20378[c] 	IB49_09195	-1000.00	1000.00	  0.00
R10122	C00005[c] + C00080[c] + C20378[c]  <=> C00006[c] + C19846[c] 	IB49_14495	-1000.00	1000.00	  0.00
R10124	C00041[c] + C19845[c]  <=> C00011[c] + C00229[c] + C01092[c] 	IB49_02360	-1000.00	1000.00	  0.00
R10125	C00003[c] + C09849[c]  <=> C00004[c] + C00080[c] + C09848[c] 	IB49_15495	-1000.00	1000.00	  0.00
R10126	C00003[c] + C11386[c]  <=> C00004[c] + C00080[c] + C11384[c] 	IB49_15495	-1000.00	1000.00	  0.00
R10127	C00005[c] + C00080[c] + C20386[c]  <=> C00001[c] + C00006[c] + C00120[c] 	IB49_10055	-1000.00	1000.00	  0.00
R10129	2 C00003[c] + C18167[c]  -> 2 C00004[c] + 2 C00080[c] + C10682[c] 	IB49_17995	  0.00	1000.00	  0.00
R10140	C00003[c] + C04573[c]  <=> C00004[c] + C00080[c] + C20395[c] 	IB49_07995	-1000.00	1000.00	  0.00
R10141	C00025[c] + C20395[c]  <=> C00026[c] + C20359[c] 	IB49_08005	-1000.00	  0.00	  0.00
R10147	C00022[c] + C00441[c]  -> C00001[c] + C00080[c] + C20258[c] 	IB49_16620	  0.00	1000.00	  0.00
R10170	C02504[c]  <=> C04411[c] 	IB49_05160 or IB49_05155	-1000.00	1000.00	  0.00
R10178	C00022[c] + C00334[c]  <=> C00041[c] + C00232[c] 	IB49_17520	-1000.00	1000.00	  0.00
R10184	C20357[c] + C20420[c]  <=> C00105[c] + C20421[c] 	IB49_09150	-1000.00	1000.00	  0.00
R10185	C00002[c] + C20396[c]  -> C00147[c] + C20422[c] 	IB49_08675	  0.00	1000.00	  0.00
R10203	2 C00007[c] + 2 C01847[c] + C11142[c]  <=> 2 C00001[c] + 2 C00061[c] + C00067[c] + 3 C00080[c] + C11145[c] 	IB49_08440	-1000.00	1000.00	  0.00
R10206	C00007[c] + C01847[c] + C11145[c]  <=> C00001[c] + C00061[c] + C00067[c] + C00094[c] 	IB49_08440 or IB49_08425	-1000.00	1000.00	  0.00
R10210	C00001[c] + C20447[c]  -> C00010[c] + C00026[c] 	IB49_05315	  0.00	1000.00	  0.00
R10279	C03187[c]  <=> C03319[c] 	IB49_09140	-1000.00	1000.00	  0.00
R10305	C00155[c] + C00979[c]  -> C00033[c] + C00080[c] + C02291[c] 	IB49_04575	  0.00	1000.00	  0.00
R10460	C00026[c] + C20638[c]  -> C00025[c] + C01222[c] 	IB49_08005	  0.00	1000.00	  0.00
R10463	C00002[c] + C00080[c] + C00188[c] + C00288[c]  <=> C00001[c] + C00013[c] + C20641[c] 	IB49_09425	-1000.00	1000.00	  0.00
R10502	C00003[c] + C20654[c]  -> C00004[c] + C00011[c] + C00080[c] + C20327[c] 	IB49_05165	  0.00	1000.00	  0.00
R10505	C00003[c] + C20657[c]  <=> C00004[c] + C00080[c] + C00810[c] 	IB49_00335 or IB49_16180	-1000.00	1000.00	  0.00
R10601	C04253[c] + C09823[c]  <=> C04570[c] + C09811[c] 	IB49_09520	-1000.00	1000.00	  0.00
R10615	C00001[c] + C00006[c] + C00577[c]  -> C00005[c] + 2 C00080[c] + C00258[c] 	IB49_11230	  0.00	1000.00	  0.00
R10619	C00124[c]  <=> C00984[c] 	IB49_01380	-1000.00	1000.00	  0.00
R10660	C00122[c] + C03576[c] + C04628[c]  -> C00042[c] + C04832[c] 	IB49_04865	  0.00	1000.00	  0.00
R10668	C00001[c] + C20773[c]  -> C00147[c] + C17010[c] 	IB49_04580	  0.00	1000.00	  0.00
R10675	C20750[c]  <=> C00001[c] + C20748[c] 	IB49_18375	-1000.00	1000.00	  0.00
